CERTI,FROM CTS,TO CTS,COLOR,CLARITY,FLR,%
GIA,2.7,2.79,H,VVS2,FNT,39
GIA,2.7,2.79,H,VS1,FNT,39
GIA,2.7,2.79,H,VS2,FNT,39
GIA,2.7,2.79,H,SI1,FNT,40
GIA,2.7,2.79,H,SI2,FNT,40
GIA,2.7,2.79,I,IF,FNT,36
GIA,2.7,2.79,I,VVS1,FNT,37
GIA,2.7,2.79,I,VVS2,FNT,37
GIA,2.7,2.79,I,VS1,FNT,37
GIA,2.7,2.79,I,VS2,FNT,37
GIA,2.7,2.79,I,SI1,FNT,40
GIA,2.7,2.79,I,SI2,FNT,40
GIA,2.7,2.79,J,IF,FNT,36
GIA,2.7,2.79,J,VVS1,FNT,37
GIA,2.7,2.79,J,VVS2,FNT,37
GIA,2.7,2.79,J,VS1,FNT,37
GIA,2.7,2.79,J,VS2,FNT,37
GIA,2.7,2.79,J,SI1,FNT,40
GIA,2.7,2.79,J,SI2,FNT,40
GIA,2.8,2.89,D,IF,FNT,39
GIA,2.8,2.89,D,VVS1,FNT,38
GIA,2.8,2.89,D,VVS2,FNT,38
GIA,2.8,2.89,D,VS1,FNT,38
GIA,2.8,2.89,D,VS2,FNT,38
GIA,2.8,2.89,D,SI1,FNT,38
GIA,2.8,2.89,D,SI2,FNT,38
GIA,2.8,2.89,E,IF,FNT,39
GIA,2.8,2.89,E,VVS1,FNT,38
GIA,2.8,2.89,E,VVS2,FNT,38
GIA,2.8,2.89,E,VS1,FNT,38
GIA,2.8,2.89,E,VS2,FNT,38
GIA,2.8,2.89,E,SI1,FNT,38
GIA,2.8,2.89,E,SI2,FNT,38
GIA,2.8,2.89,F,IF,FNT,37
GIA,2.8,2.89,F,VVS1,FNT,38
GIA,2.8,2.89,F,VVS2,FNT,38
GIA,2.8,2.89,F,VS1,FNT,38
GIA,2.8,2.89,F,VS2,FNT,38
GIA,2.8,2.89,F,SI1,FNT,38
GIA,2.8,2.89,F,SI2,FNT,38
GIA,2.8,2.89,G,IF,FNT,35
GIA,2.8,2.89,G,VVS1,FNT,36
GIA,2.8,2.89,G,VVS2,FNT,36
GIA,2.8,2.89,G,VS1,FNT,36
GIA,2.8,2.89,G,VS2,FNT,36
GIA,2.8,2.89,G,SI1,FNT,38
GIA,2.8,2.89,G,SI2,FNT,38
GIA,2.8,2.89,H,IF,FNT,35
GIA,2.8,2.89,H,VVS1,FNT,36
GIA,2.8,2.89,H,VVS2,FNT,36
GIA,2.8,2.89,H,VS1,FNT,36
GIA,2.8,2.89,H,VS2,FNT,36
GIA,2.8,2.89,H,SI1,FNT,38
GIA,2.8,2.89,H,SI2,FNT,38
GIA,2.8,2.89,I,IF,FNT,33
GIA,2.8,2.89,I,VVS1,FNT,34
GIA,2.8,2.89,I,VVS2,FNT,34
GIA,2.8,2.89,I,VS1,FNT,34
GIA,2.8,2.89,I,VS2,FNT,34
GIA,2.8,2.89,I,SI1,FNT,38
GIA,2.8,2.89,I,SI2,FNT,38
GIA,2.8,2.89,J,IF,FNT,33
GIA,2.8,2.89,J,VVS1,FNT,34
GIA,2.8,2.89,J,VVS2,FNT,34
GIA,2.8,2.89,J,VS1,FNT,34
GIA,2.8,2.89,J,VS2,FNT,34
GIA,2.8,2.89,J,SI1,FNT,38
GIA,2.8,2.89,J,SI2,FNT,38
GIA,2.9,2.99,D,IF,FNT,37
GIA,2.9,2.99,D,VVS1,FNT,36
GIA,2.9,2.99,D,VVS2,FNT,36
GIA,2.9,2.99,D,VS1,FNT,36
GIA,2.9,2.99,D,VS2,FNT,36
GIA,2.9,2.99,D,SI1,FNT,36
GIA,2.9,2.99,D,SI2,FNT,36
GIA,2.9,2.99,E,IF,FNT,37
GIA,2.9,2.99,E,VVS1,FNT,36
GIA,2.9,2.99,E,VVS2,FNT,36
GIA,2.9,2.99,E,VS1,FNT,36
GIA,2.9,2.99,E,VS2,FNT,36
GIA,2.9,2.99,E,SI1,FNT,36
GIA,2.9,2.99,E,SI2,FNT,36
GIA,2.9,2.99,F,IF,FNT,35
GIA,2.9,2.99,F,VVS1,FNT,36
GIA,2.9,2.99,F,VVS2,FNT,36
GIA,2.9,2.99,F,VS1,FNT,36
GIA,2.9,2.99,F,VS2,FNT,36
GIA,2.9,2.99,F,SI1,FNT,36
GIA,2.9,2.99,F,SI2,FNT,36
GIA,2.9,2.99,G,IF,FNT,33
GIA,2.9,2.99,G,VVS1,FNT,34
GIA,2.9,2.99,G,VVS2,FNT,34
GIA,2.9,2.99,G,VS1,FNT,34
GIA,2.9,2.99,G,VS2,FNT,34
GIA,2.9,2.99,G,SI1,FNT,36
GIA,2.9,2.99,G,SI2,FNT,36
GIA,2.9,2.99,H,IF,FNT,33
GIA,2.9,2.99,H,VVS1,FNT,34
GIA,2.9,2.99,H,VVS2,FNT,34
GIA,2.9,2.99,H,VS1,FNT,34
GIA,2.9,2.99,H,VS2,FNT,34
GIA,2.9,2.99,H,SI1,FNT,36
GIA,2.9,2.99,H,SI2,FNT,36
GIA,2.9,2.99,I,IF,FNT,31
GIA,2.9,2.99,I,VVS1,FNT,32
GIA,2.9,2.99,I,VVS2,FNT,32
GIA,2.9,2.99,I,VS1,FNT,32
GIA,2.9,2.99,I,VS2,FNT,32
GIA,2.9,2.99,I,SI1,FNT,36
GIA,2.9,2.99,I,SI2,FNT,36
GIA,2.9,2.99,J,IF,FNT,31
GIA,2.9,2.99,J,VVS1,FNT,32
GIA,2.9,2.99,J,VVS2,FNT,32
GIA,2.9,2.99,J,VS1,FNT,32
GIA,2.9,2.99,J,VS2,FNT,32
GIA,2.9,2.99,J,SI1,FNT,36
GIA,2.9,2.99,J,SI2,FNT,36
GIA,3,3.29,D,IF,FNT,64
GIA,3,3.29,D,VVS1,FNT,64
GIA,3,3.29,D,VVS2,FNT,64
GIA,3,3.29,D,VS1,FNT,60
GIA,3,3.29,D,VS2,FNT,60
GIA,3,3.29,D,SI1,FNT,52
GIA,3,3.29,D,SI2,FNT,52
GIA,3,3.29,E,IF,FNT,64
GIA,3,3.29,E,VVS1,FNT,64
GIA,3,3.29,E,VVS2,FNT,64
GIA,3,3.29,E,VS1,FNT,60
GIA,3,3.29,E,VS2,FNT,60
GIA,3,3.29,E,SI1,FNT,52
GIA,3,3.29,E,SI2,FNT,52
GIA,3,3.29,F,IF,FNT,62
GIA,3,3.29,F,VVS1,FNT,62
GIA,3,3.29,F,VVS2,FNT,62
GIA,3,3.29,F,VS1,FNT,59
GIA,3,3.29,F,VS2,FNT,59
GIA,3,3.29,F,SI1,FNT,52
GIA,3,3.29,F,SI2,FNT,52
GIA,3,3.29,G,IF,FNT,60
GIA,3,3.29,G,VVS1,FNT,59
GIA,3,3.29,G,VVS2,FNT,59
GIA,3,3.29,G,VS1,FNT,58
GIA,3,3.29,G,VS2,FNT,58
GIA,3,3.29,G,SI1,FNT,52
GIA,3,3.29,G,SI2,FNT,52
GIA,3,3.29,H,IF,FNT,60
GIA,3,3.29,H,VVS1,FNT,59
GIA,3,3.29,H,VVS2,FNT,59
GIA,3,3.29,H,VS1,FNT,58
GIA,3,3.29,H,VS2,FNT,58
GIA,3,3.29,H,SI1,FNT,52
GIA,3,3.29,H,SI2,FNT,52
GIA,3,3.29,I,IF,FNT,53
GIA,3,3.29,I,VVS1,FNT,52
GIA,3,3.29,I,VVS2,FNT,52
GIA,3,3.29,I,VS1,FNT,52
GIA,3,3.29,I,VS2,FNT,52
GIA,3,3.29,I,SI1,FNT,52
GIA,3,3.29,I,SI2,FNT,52
GIA,3,3.29,J,IF,FNT,53
GIA,3,3.29,J,VVS1,FNT,52
GIA,3,3.29,J,VVS2,FNT,52
GIA,3,3.29,J,VS1,FNT,52
GIA,3,3.29,J,VS2,FNT,52
GIA,3,3.29,J,SI1,FNT,52
GIA,3,3.29,J,SI2,FNT,52
GIA,3.3,3.49,D,IF,FNT,64
GIA,3.3,3.49,D,VVS1,FNT,64
GIA,3.3,3.49,D,VVS2,FNT,64
GIA,3.3,3.49,D,VS1,FNT,60
GIA,3.3,3.49,D,VS2,FNT,60
GIA,3.3,3.49,D,SI1,FNT,52
GIA,3.3,3.49,D,SI2,FNT,52
GIA,3.3,3.49,E,IF,FNT,64
GIA,3.3,3.49,E,VVS1,FNT,64
GIA,3.3,3.49,E,VVS2,FNT,64
GIA,3.3,3.49,E,VS1,FNT,60
GIA,3.3,3.49,E,VS2,FNT,60
GIA,3.3,3.49,E,SI1,FNT,52
GIA,3.3,3.49,E,SI2,FNT,52
GIA,3.3,3.49,F,IF,FNT,62
GIA,3.3,3.49,F,VVS1,FNT,62
GIA,3.3,3.49,F,VVS2,FNT,62
GIA,3.3,3.49,F,VS1,FNT,59
GIA,3.3,3.49,F,VS2,FNT,59
GIA,3.3,3.49,F,SI1,FNT,52
GIA,3.3,3.49,F,SI2,FNT,52
GIA,3.3,3.49,G,IF,FNT,60
GIA,3.3,3.49,G,VVS1,FNT,59
GIA,3.3,3.49,G,VVS2,FNT,59
GIA,3.3,3.49,G,VS1,FNT,58
GIA,3.3,3.49,G,VS2,FNT,58
GIA,3.3,3.49,G,SI1,FNT,52
GIA,3.3,3.49,G,SI2,FNT,52
GIA,3.3,3.49,H,IF,FNT,60
GIA,3.3,3.49,H,VVS1,FNT,59
GIA,3.3,3.49,H,VVS2,FNT,59
GIA,3.3,3.49,H,VS1,FNT,58
GIA,3.3,3.49,H,VS2,FNT,58
GIA,3.3,3.49,H,SI1,FNT,52
GIA,3.3,3.49,H,SI2,FNT,52
GIA,3.3,3.49,I,IF,FNT,53
GIA,3.3,3.49,I,VVS1,FNT,52
GIA,3.3,3.49,I,VVS2,FNT,52
GIA,3.3,3.49,I,VS1,FNT,52
GIA,3.3,3.49,I,VS2,FNT,52
GIA,3.3,3.49,I,SI1,FNT,52
GIA,3.3,3.49,I,SI2,FNT,52
GIA,3.3,3.49,J,IF,FNT,53
GIA,3.3,3.49,J,VVS1,FNT,52
GIA,3.3,3.49,J,VVS2,FNT,52
GIA,3.3,3.49,J,VS1,FNT,52
GIA,3.3,3.49,J,VS2,FNT,52
GIA,3.3,3.49,J,SI1,FNT,52
GIA,3.3,3.49,J,SI2,FNT,52
GIA,3.5,3.69,D,IF,FNT,63
GIA,3.5,3.69,D,VVS1,FNT,63
GIA,3.5,3.69,D,VVS2,FNT,63
GIA,3.5,3.69,D,VS1,FNT,58
GIA,3.5,3.69,D,VS2,FNT,58
GIA,3.5,3.69,D,SI1,FNT,48
GIA,3.5,3.69,D,SI2,FNT,48
GIA,3.5,3.69,E,IF,FNT,63
GIA,3.5,3.69,E,VVS1,FNT,63
GIA,3.5,3.69,E,VVS2,FNT,63
GIA,3.5,3.69,E,VS1,FNT,58
GIA,3.5,3.69,E,VS2,FNT,58
GIA,3.5,3.69,E,SI1,FNT,48
GIA,3.5,3.69,E,SI2,FNT,48
GIA,3.5,3.69,F,IF,FNT,61
GIA,3.5,3.69,F,VVS1,FNT,61
GIA,3.5,3.69,F,VVS2,FNT,61
GIA,3.5,3.69,F,VS1,FNT,57
GIA,3.5,3.69,F,VS2,FNT,57
GIA,3.5,3.69,F,SI1,FNT,48
GIA,3.5,3.69,F,SI2,FNT,48
GIA,3.5,3.69,G,IF,FNT,56
GIA,3.5,3.69,G,VVS1,FNT,56
GIA,3.5,3.69,G,VVS2,FNT,56
GIA,3.5,3.69,G,VS1,FNT,54
GIA,3.5,3.69,G,VS2,FNT,54
GIA,3.5,3.69,G,SI1,FNT,48
GIA,3.5,3.69,G,SI2,FNT,48
GIA,3.5,3.69,H,IF,FNT,56
GIA,3.5,3.69,H,VVS1,FNT,56
GIA,3.5,3.69,H,VVS2,FNT,56
GIA,3.5,3.69,H,VS1,FNT,54
GIA,3.5,3.69,H,VS2,FNT,54
GIA,3.5,3.69,H,SI1,FNT,48
GIA,3.5,3.69,H,SI2,FNT,48
GIA,3.5,3.69,I,IF,FNT,52
GIA,3.5,3.69,I,VVS1,FNT,51
GIA,3.5,3.69,I,VVS2,FNT,51
GIA,3.5,3.69,I,VS1,FNT,50
GIA,3.5,3.69,I,VS2,FNT,50
GIA,3.5,3.69,I,SI1,FNT,48
GIA,3.5,3.69,I,SI2,FNT,48
GIA,3.5,3.69,J,IF,FNT,52
GIA,3.5,3.69,J,VVS1,FNT,51
GIA,3.5,3.69,J,VVS2,FNT,51
GIA,3.5,3.69,J,VS1,FNT,50
GIA,3.5,3.69,J,VS2,FNT,50
GIA,3.5,3.69,J,SI1,FNT,48
GIA,3.5,3.69,J,SI2,FNT,48
GIA,3.7,3.79,D,IF,FNT,59
GIA,3.7,3.79,D,VVS1,FNT,60
GIA,3.7,3.79,D,VVS2,FNT,60
GIA,3.7,3.79,D,VS1,FNT,55
GIA,3.7,3.79,D,VS2,FNT,55
GIA,3.7,3.79,D,SI1,FNT,44
GIA,3.7,3.79,D,SI2,FNT,44
GIA,3.7,3.79,E,IF,FNT,59
GIA,3.7,3.79,E,VVS1,FNT,60
GIA,3.7,3.79,E,VVS2,FNT,60
GIA,3.7,3.79,E,VS1,FNT,55
GIA,3.7,3.79,E,VS2,FNT,55
GIA,3.7,3.79,E,SI1,FNT,44
GIA,3.7,3.79,E,SI2,FNT,44
GIA,3.7,3.79,F,IF,FNT,57
GIA,3.7,3.79,F,VVS1,FNT,59
GIA,3.7,3.79,F,VVS2,FNT,59
GIA,3.7,3.79,F,VS1,FNT,54
GIA,3.7,3.79,F,VS2,FNT,54
GIA,3.7,3.79,F,SI1,FNT,44
GIA,3.7,3.79,F,SI2,FNT,44
GIA,3.7,3.79,G,IF,FNT,55
GIA,3.7,3.79,G,VVS1,FNT,55
GIA,3.7,3.79,G,VVS2,FNT,55
GIA,3.7,3.79,G,VS1,FNT,53
GIA,3.7,3.79,G,VS2,FNT,53
GIA,3.7,3.79,G,SI1,FNT,44
GIA,3.7,3.79,G,SI2,FNT,44
GIA,3.7,3.79,H,IF,FNT,55
GIA,3.7,3.79,H,VVS1,FNT,55
GIA,3.7,3.79,H,VVS2,FNT,55
GIA,3.7,3.79,H,VS1,FNT,53
GIA,3.7,3.79,H,VS2,FNT,53
GIA,3.7,3.79,H,SI1,FNT,44
GIA,3.7,3.79,H,SI2,FNT,44
GIA,3.7,3.79,I,IF,FNT,51
GIA,3.7,3.79,I,VVS1,FNT,50
GIA,3.7,3.79,I,VVS2,FNT,50
GIA,3.7,3.79,I,VS1,FNT,49
GIA,3.7,3.79,I,VS2,FNT,49
GIA,3.7,3.79,I,SI1,FNT,44
GIA,3.7,3.79,I,SI2,FNT,44
GIA,3.7,3.79,J,IF,FNT,51
GIA,3.7,3.79,J,VVS1,FNT,50
GIA,3.7,3.79,J,VVS2,FNT,50
GIA,3.7,3.79,J,VS1,FNT,49
GIA,3.7,3.79,J,VS2,FNT,49
GIA,3.7,3.79,J,SI1,FNT,44
GIA,3.7,3.79,J,SI2,FNT,44
GIA,3.8,3.89,D,IF,FNT,57
GIA,3.8,3.89,D,VVS1,FNT,58
GIA,3.8,3.89,D,VVS2,FNT,58
GIA,3.8,3.89,D,VS1,FNT,53
GIA,3.8,3.89,D,VS2,FNT,53
GIA,3.8,3.89,D,SI1,FNT,42
GIA,3.8,3.89,D,SI2,FNT,42
GIA,3.8,3.89,E,IF,FNT,57
GIA,3.8,3.89,E,VVS1,FNT,58
GIA,3.8,3.89,E,VVS2,FNT,58
GIA,3.8,3.89,E,VS1,FNT,53
GIA,3.8,3.89,E,VS2,FNT,53
GIA,3.8,3.89,E,SI1,FNT,42
GIA,3.8,3.89,E,SI2,FNT,42
GIA,3.8,3.89,F,IF,FNT,55
GIA,3.8,3.89,F,VVS1,FNT,57
GIA,3.8,3.89,F,VVS2,FNT,57
GIA,3.8,3.89,F,VS1,FNT,52
GIA,3.8,3.89,F,VS2,FNT,52
GIA,3.8,3.89,F,SI1,FNT,42
GIA,3.8,3.89,F,SI2,FNT,42
GIA,3.8,3.89,G,IF,FNT,53
GIA,3.8,3.89,G,VVS1,FNT,53
GIA,3.8,3.89,G,VVS2,FNT,53
GIA,3.8,3.89,G,VS1,FNT,51
GIA,3.8,3.89,G,VS2,FNT,51
GIA,3.8,3.89,G,SI1,FNT,42
GIA,3.8,3.89,G,SI2,FNT,42
GIA,3.8,3.89,H,IF,FNT,53
GIA,3.8,3.89,H,VVS1,FNT,53
GIA,3.8,3.89,H,VVS2,FNT,53
GIA,3.8,3.89,H,VS1,FNT,51
GIA,3.8,3.89,H,VS2,FNT,51
GIA,3.8,3.89,H,SI1,FNT,42
GIA,3.8,3.89,H,SI2,FNT,42
GIA,3.8,3.89,I,IF,FNT,49
GIA,3.8,3.89,I,VVS1,FNT,48
GIA,3.8,3.89,I,VVS2,FNT,48
GIA,3.8,3.89,I,VS1,FNT,47
GIA,3.8,3.89,I,VS2,FNT,47
GIA,3.8,3.89,I,SI1,FNT,42
GIA,3.8,3.89,I,SI2,FNT,42
GIA,3.8,3.89,J,IF,FNT,49
GIA,3.8,3.89,J,VVS1,FNT,48
GIA,3.8,3.89,J,VVS2,FNT,48
GIA,3.8,3.89,J,VS1,FNT,47
GIA,3.8,3.89,J,VS2,FNT,47
GIA,3.8,3.89,J,SI1,FNT,42
GIA,3.8,3.89,J,SI2,FNT,42
GIA,4,4.29,D,IF,FNT,64
GIA,4,4.29,D,VVS1,FNT,64
GIA,4,4.29,D,VVS2,FNT,64
GIA,4,4.29,D,VS1,FNT,60
GIA,4,4.29,D,VS2,FNT,60
GIA,4,4.29,D,SI1,FNT,52
GIA,4,4.29,D,SI2,FNT,52
GIA,4,4.29,E,IF,FNT,64
GIA,4,4.29,E,VVS1,FNT,64
GIA,4,4.29,E,VVS2,FNT,64
GIA,4,4.29,E,VS1,FNT,60
GIA,4,4.29,E,VS2,FNT,60
GIA,4,4.29,E,SI1,FNT,52
GIA,4,4.29,E,SI2,FNT,52
GIA,4,4.29,F,IF,FNT,62
GIA,4,4.29,F,VVS1,FNT,62
GIA,4,4.29,F,VVS2,FNT,62
GIA,4,4.29,F,VS1,FNT,59
GIA,4,4.29,F,VS2,FNT,59
GIA,4,4.29,F,SI1,FNT,52
GIA,4,4.29,F,SI2,FNT,52
GIA,4,4.29,G,IF,FNT,60
GIA,4,4.29,G,VVS1,FNT,59
GIA,4,4.29,G,VVS2,FNT,59
GIA,4,4.29,G,VS1,FNT,58
GIA,4,4.29,G,VS2,FNT,58
GIA,4,4.29,G,SI1,FNT,52
GIA,4,4.29,G,SI2,FNT,52
GIA,4,4.29,H,IF,FNT,60
GIA,4,4.29,H,VVS1,FNT,59
GIA,4,4.29,H,VVS2,FNT,59
GIA,4,4.29,H,VS1,FNT,58
GIA,4,4.29,H,VS2,FNT,58
GIA,4,4.29,H,SI1,FNT,52
GIA,4,4.29,H,SI2,FNT,52
GIA,4,4.29,I,IF,FNT,53
GIA,4,4.29,I,VVS1,FNT,52
GIA,4,4.29,I,VVS2,FNT,52
GIA,4,4.29,I,VS1,FNT,52
GIA,4,4.29,I,VS2,FNT,52
GIA,4,4.29,I,SI1,FNT,52
GIA,4,4.29,I,SI2,FNT,52
GIA,4,4.29,J,IF,FNT,53
GIA,4,4.29,J,VVS1,FNT,52
GIA,4,4.29,J,VVS2,FNT,52
GIA,4,4.29,J,VS1,FNT,52
GIA,4,4.29,J,VS2,FNT,52
GIA,4,4.29,J,SI1,FNT,52
GIA,4,4.29,J,SI2,FNT,52
GIA,4.3,4.49,D,IF,FNT,64
GIA,4.3,4.49,D,VVS1,FNT,64
GIA,4.3,4.49,D,VVS2,FNT,64
GIA,4.3,4.49,D,VS1,FNT,60
GIA,4.3,4.49,D,VS2,FNT,60
GIA,4.3,4.49,D,SI1,FNT,52
GIA,4.3,4.49,D,SI2,FNT,52
GIA,4.3,4.49,E,IF,FNT,64
GIA,4.3,4.49,E,VVS1,FNT,64
GIA,4.3,4.49,E,VVS2,FNT,64
GIA,4.3,4.49,E,VS1,FNT,60
GIA,4.3,4.49,E,VS2,FNT,60
GIA,4.3,4.49,E,SI1,FNT,52
GIA,4.3,4.49,E,SI2,FNT,52
GIA,4.3,4.49,F,IF,FNT,62
GIA,4.3,4.49,F,VVS1,FNT,62
GIA,4.3,4.49,F,VVS2,FNT,62
GIA,4.3,4.49,F,VS1,FNT,59
GIA,4.3,4.49,F,VS2,FNT,59
GIA,4.3,4.49,F,SI1,FNT,52
GIA,4.3,4.49,F,SI2,FNT,52
GIA,4.3,4.49,G,IF,FNT,60
GIA,4.3,4.49,G,VVS1,FNT,59
GIA,4.3,4.49,G,VVS2,FNT,59
GIA,4.3,4.49,G,VS1,FNT,58
GIA,4.3,4.49,G,VS2,FNT,58
GIA,4.3,4.49,G,SI1,FNT,52
GIA,4.3,4.49,G,SI2,FNT,52
GIA,4.3,4.49,H,IF,FNT,60
GIA,4.3,4.49,H,VVS1,FNT,59
GIA,4.3,4.49,H,VVS2,FNT,59
GIA,4.3,4.49,H,VS1,FNT,58
GIA,4.3,4.49,H,VS2,FNT,58
GIA,4.3,4.49,H,SI1,FNT,52
GIA,4.3,4.49,H,SI2,FNT,52
GIA,4.3,4.49,I,IF,FNT,53
GIA,4.3,4.49,I,VVS1,FNT,52
GIA,4.3,4.49,I,VVS2,FNT,52
GIA,4.3,4.49,I,VS1,FNT,52
GIA,4.3,4.49,I,VS2,FNT,52
GIA,4.3,4.49,I,SI1,FNT,52
GIA,4.3,4.49,I,SI2,FNT,52
GIA,4.3,4.49,J,IF,FNT,53
GIA,4.3,4.49,J,VVS1,FNT,52
GIA,4.3,4.49,J,VVS2,FNT,52
GIA,4.3,4.49,J,VS1,FNT,52
GIA,4.3,4.49,J,VS2,FNT,52
GIA,4.3,4.49,J,SI1,FNT,52
GIA,4.3,4.49,J,SI2,FNT,52
GIA,4.5,4.69,D,IF,FNT,63
GIA,4.5,4.69,D,VVS1,FNT,63
GIA,4.5,4.69,D,VVS2,FNT,63
GIA,4.5,4.69,D,VS1,FNT,58
GIA,4.5,4.69,D,VS2,FNT,58
GIA,4.5,4.69,D,SI1,FNT,48
GIA,4.5,4.69,D,SI2,FNT,48
GIA,4.5,4.69,E,IF,FNT,63
GIA,4.5,4.69,E,VVS1,FNT,63
GIA,4.5,4.69,E,VVS2,FNT,63
GIA,4.5,4.69,E,VS1,FNT,58
GIA,4.5,4.69,E,VS2,FNT,58
GIA,4.5,4.69,E,SI1,FNT,48
GIA,4.5,4.69,E,SI2,FNT,48
GIA,4.5,4.69,F,IF,FNT,61
GIA,4.5,4.69,F,VVS1,FNT,61
GIA,4.5,4.69,F,VVS2,FNT,61
GIA,4.5,4.69,F,VS1,FNT,57
GIA,4.5,4.69,F,VS2,FNT,57
GIA,4.5,4.69,F,SI1,FNT,48
GIA,4.5,4.69,F,SI2,FNT,48
GIA,4.5,4.69,G,IF,FNT,56
GIA,4.5,4.69,G,VVS1,FNT,56
GIA,4.5,4.69,G,VVS2,FNT,56
GIA,4.5,4.69,G,VS1,FNT,54
GIA,4.5,4.69,G,VS2,FNT,54
GIA,4.5,4.69,G,SI1,FNT,48
GIA,4.5,4.69,G,SI2,FNT,48
GIA,4.5,4.69,H,IF,FNT,56
GIA,4.5,4.69,H,VVS1,FNT,56
GIA,4.5,4.69,H,VVS2,FNT,56
GIA,4.5,4.69,H,VS1,FNT,54
GIA,4.5,4.69,H,VS2,FNT,54
GIA,4.5,4.69,H,SI1,FNT,48
GIA,4.5,4.69,H,SI2,FNT,48
GIA,4.5,4.69,I,IF,FNT,52
GIA,4.5,4.69,I,VVS1,FNT,51
GIA,4.5,4.69,I,VVS2,FNT,51
GIA,4.5,4.69,I,VS1,FNT,50
GIA,4.5,4.69,I,VS2,FNT,50
GIA,4.5,4.69,I,SI1,FNT,48
GIA,4.5,4.69,I,SI2,FNT,48
GIA,4.5,4.69,J,IF,FNT,52
GIA,4.5,4.69,J,VVS1,FNT,51
GIA,4.5,4.69,J,VVS2,FNT,51
GIA,4.5,4.69,J,VS1,FNT,50
GIA,4.5,4.69,J,VS2,FNT,50
GIA,4.5,4.69,J,SI1,FNT,48
GIA,4.5,4.69,J,SI2,FNT,48
GIA,4.7,4.79,D,IF,FNT,59
GIA,4.7,4.79,D,VVS1,FNT,60
GIA,4.7,4.79,D,VVS2,FNT,60
GIA,4.7,4.79,D,VS1,FNT,55
GIA,4.7,4.79,D,VS2,FNT,55
GIA,4.7,4.79,D,SI1,FNT,44
GIA,4.7,4.79,D,SI2,FNT,44
GIA,4.7,4.79,E,IF,FNT,59
GIA,4.7,4.79,E,VVS1,FNT,60
GIA,4.7,4.79,E,VVS2,FNT,60
GIA,4.7,4.79,E,VS1,FNT,55
GIA,4.7,4.79,E,VS2,FNT,55
GIA,4.7,4.79,E,SI1,FNT,44
GIA,4.7,4.79,E,SI2,FNT,44
GIA,4.7,4.79,F,IF,FNT,57
GIA,4.7,4.79,F,VVS1,FNT,59
GIA,4.7,4.79,F,VVS2,FNT,59
GIA,4.7,4.79,F,VS1,FNT,54
GIA,4.7,4.79,F,VS2,FNT,54
GIA,4.7,4.79,F,SI1,FNT,44
GIA,4.7,4.79,F,SI2,FNT,44
GIA,4.7,4.79,G,IF,FNT,55
GIA,4.7,4.79,G,VVS1,FNT,55
GIA,4.7,4.79,G,VVS2,FNT,55
GIA,4.7,4.79,G,VS1,FNT,53
GIA,4.7,4.79,G,VS2,FNT,53
GIA,4.7,4.79,G,SI1,FNT,44
GIA,4.7,4.79,G,SI2,FNT,44
GIA,4.7,4.79,H,IF,FNT,55
GIA,4.7,4.79,H,VVS1,FNT,55
GIA,4.7,4.79,H,VVS2,FNT,55
GIA,4.7,4.79,H,VS1,FNT,53
GIA,4.7,4.79,H,VS2,FNT,53
GIA,4.7,4.79,H,SI1,FNT,44
GIA,4.7,4.79,H,SI2,FNT,44
GIA,4.7,4.79,I,IF,FNT,51
GIA,4.7,4.79,I,VVS1,FNT,50
GIA,4.7,4.79,I,VVS2,FNT,50
GIA,4.7,4.79,I,VS1,FNT,49
GIA,4.7,4.79,I,VS2,FNT,49
GIA,4.7,4.79,I,SI1,FNT,44
GIA,4.7,4.79,I,SI2,FNT,44
GIA,4.7,4.79,J,IF,FNT,51
GIA,4.7,4.79,J,VVS1,FNT,50
GIA,4.7,4.79,J,VVS2,FNT,50
GIA,4.7,4.79,J,VS1,FNT,49
GIA,4.7,4.79,J,VS2,FNT,49
GIA,4.7,4.79,J,SI1,FNT,44
GIA,4.7,4.79,J,SI2,FNT,44
GIA,4.8,4.89,D,IF,FNT,57
GIA,4.8,4.89,D,VVS1,FNT,58
GIA,4.8,4.89,D,VVS2,FNT,58
GIA,4.8,4.89,D,VS1,FNT,53
GIA,4.8,4.89,D,VS2,FNT,53
GIA,4.8,4.89,D,SI1,FNT,42
GIA,4.8,4.89,D,SI2,FNT,42
GIA,4.8,4.89,E,IF,FNT,57
GIA,4.8,4.89,E,VVS1,FNT,58
GIA,4.8,4.89,E,VVS2,FNT,58
GIA,4.8,4.89,E,VS1,FNT,53
GIA,4.8,4.89,E,VS2,FNT,53
GIA,4.8,4.89,E,SI1,FNT,42
GIA,4.8,4.89,E,SI2,FNT,42
GIA,4.8,4.89,F,IF,FNT,55
GIA,4.8,4.89,F,VVS1,FNT,57
GIA,4.8,4.89,F,VVS2,FNT,57
GIA,4.8,4.89,F,VS1,FNT,52
GIA,4.8,4.89,F,VS2,FNT,52
GIA,4.8,4.89,F,SI1,FNT,42
GIA,4.8,4.89,F,SI2,FNT,42
GIA,4.8,4.89,G,IF,FNT,53
GIA,4.8,4.89,G,VVS1,FNT,53
GIA,4.8,4.89,G,VVS2,FNT,53
GIA,4.8,4.89,G,VS1,FNT,51
GIA,4.8,4.89,G,VS2,FNT,51
GIA,4.8,4.89,G,SI1,FNT,42
GIA,4.8,4.89,G,SI2,FNT,42
