CERTI,FROM CTS,TO CTS,COLOR,CLARITY,FLR,%
IGI,2.3,2.49,G,VS1,NON,62
IGI,2.3,2.49,G,VS2,NON,62
IGI,2.3,2.49,G,SI1,NON,60
IGI,2.3,2.49,G,SI2,NON,60
IGI,2.3,2.49,H,IF,NON,65
IGI,2.3,2.49,H,VVS1,NON,62
IGI,2.3,2.49,H,VVS2,NON,62
IGI,2.3,2.49,H,VS1,NON,62
IGI,2.3,2.49,H,VS2,NON,62
IGI,2.3,2.49,H,SI1,NON,60
IGI,2.3,2.49,H,SI2,NON,60
IGI,2.3,2.49,I,IF,NON,65
IGI,2.3,2.49,I,VVS1,NON,62
IGI,2.3,2.49,I,VVS2,NON,62
IGI,2.3,2.49,I,VS1,NON,62
IGI,2.3,2.49,I,VS2,NON,62
IGI,2.3,2.49,I,SI1,NON,60
IGI,2.3,2.49,I,SI2,NON,60
IGI,2.3,2.49,J,IF,NON,65
IGI,2.3,2.49,J,VVS1,NON,62
IGI,2.3,2.49,J,VVS2,NON,62
IGI,2.3,2.49,J,VS1,NON,62
IGI,2.3,2.49,J,VS2,NON,62
IGI,2.3,2.49,J,SI1,NON,60
IGI,2.3,2.49,J,SI2,NON,60
IGI,2.3,2.49,K,IF,NON,67
IGI,2.3,2.49,K,VVS1,NON,65
IGI,2.3,2.49,K,VVS2,NON,65
IGI,2.3,2.49,K,VS1,NON,65
IGI,2.3,2.49,K,VS2,NON,65
IGI,2.3,2.49,K,SI1,NON,60
IGI,2.3,2.49,K,SI2,NON,60
IGI,2.3,2.49,L,IF,NON,67
IGI,2.3,2.49,L,VVS1,NON,65
IGI,2.3,2.49,L,VVS2,NON,65
IGI,2.3,2.49,L,VS1,NON,65
IGI,2.3,2.49,L,VS2,NON,65
IGI,2.3,2.49,L,SI1,NON,60
IGI,2.3,2.49,L,SI2,NON,60
IGI,2.3,2.49,M,IF,NON,67
IGI,2.3,2.49,M,VVS1,NON,65
IGI,2.3,2.49,M,VVS2,NON,65
IGI,2.3,2.49,M,VS1,NON,65
IGI,2.3,2.49,M,VS2,NON,65
IGI,2.3,2.49,M,SI1,NON,60
IGI,2.3,2.49,M,SI2,NON,60
IGI,2.5,2.69,G,IF,NON,55
IGI,2.5,2.69,G,VVS1,NON,54
IGI,2.5,2.69,G,VVS2,NON,54
IGI,2.5,2.69,G,VS1,NON,54
IGI,2.5,2.69,G,VS2,NON,54
IGI,2.5,2.69,G,SI1,NON,52
IGI,2.5,2.69,G,SI2,NON,52
IGI,2.5,2.69,H,IF,NON,55
IGI,2.5,2.69,H,VVS1,NON,54
IGI,2.5,2.69,H,VVS2,NON,54
IGI,2.5,2.69,H,VS1,NON,54
IGI,2.5,2.69,H,VS2,NON,54
IGI,2.5,2.69,H,SI1,NON,52
IGI,2.5,2.69,H,SI2,NON,51
IGI,2.5,2.69,I,IF,NON,55
IGI,2.5,2.69,I,VVS1,NON,54
IGI,2.5,2.69,I,VVS2,NON,54
IGI,2.5,2.69,I,VS1,NON,54
IGI,2.5,2.69,I,VS2,NON,54
IGI,2.5,2.69,I,SI1,NON,52
IGI,2.5,2.69,I,SI2,NON,52
IGI,2.5,2.69,J,IF,NON,55
IGI,2.5,2.69,J,VVS1,NON,54
IGI,2.5,2.69,J,VVS2,NON,54
IGI,2.5,2.69,J,VS1,NON,54
IGI,2.5,2.69,J,VS2,NON,54
IGI,2.5,2.69,J,SI1,NON,52
IGI,2.5,2.69,J,SI2,NON,52
IGI,2.5,2.69,K,IF,NON,58
IGI,2.5,2.69,K,VVS1,NON,57
IGI,2.5,2.69,K,VVS2,NON,57
IGI,2.5,2.69,K,VS1,NON,57
IGI,2.5,2.69,K,VS2,NON,57
IGI,2.5,2.69,K,SI1,NON,52
IGI,2.5,2.69,K,SI2,NON,52
IGI,2.5,2.69,L,IF,NON,58
IGI,2.5,2.69,L,VVS1,NON,57
IGI,2.5,2.69,L,VVS2,NON,57
IGI,2.5,2.69,L,VS1,NON,57
IGI,2.5,2.69,L,VS2,NON,57
IGI,2.5,2.69,L,SI1,NON,52
IGI,2.5,2.69,L,SI2,NON,52
IGI,2.5,2.69,M,IF,NON,58
IGI,2.5,2.69,M,VVS1,NON,57
IGI,2.5,2.69,M,VVS2,NON,57
IGI,2.5,2.69,M,VS1,NON,57
IGI,2.5,2.69,M,VS2,NON,57
IGI,2.5,2.69,M,SI1,NON,52
IGI,2.5,2.69,M,SI2,NON,52
IGI,2.7,2.79,G,IF,NON,52
IGI,2.7,2.79,G,VVS1,NON,51
IGI,2.7,2.79,G,VVS2,NON,51
IGI,2.7,2.79,G,VS1,NON,51
IGI,2.7,2.79,G,VS2,NON,51
IGI,2.7,2.79,G,SI1,NON,50
IGI,2.7,2.79,G,SI2,NON,50
IGI,2.7,2.79,H,IF,NON,52
IGI,2.7,2.79,H,VVS1,NON,51
IGI,2.7,2.79,H,VVS2,NON,51
IGI,2.7,2.79,H,VS1,NON,51
IGI,2.7,2.79,H,VS2,NON,51
IGI,2.7,2.79,H,SI1,NON,50
IGI,2.7,2.79,H,SI2,NON,50
IGI,2.7,2.79,I,IF,NON,52
IGI,2.7,2.79,I,VVS1,NON,51
IGI,2.7,2.79,I,VVS2,NON,51
IGI,2.7,2.79,I,VS1,NON,51
IGI,2.7,2.79,I,VS2,NON,51
IGI,2.7,2.79,I,SI1,NON,50
IGI,2.7,2.79,I,SI2,NON,50
IGI,2.7,2.79,J,IF,NON,52
IGI,2.7,2.79,J,VVS1,NON,51
IGI,2.7,2.79,J,VVS2,NON,51
IGI,2.7,2.79,J,VS1,NON,51
IGI,2.7,2.79,J,VS2,NON,51
IGI,2.7,2.79,J,SI1,NON,50
IGI,2.7,2.79,J,SI2,NON,50
IGI,2.7,2.79,K,IF,NON,55
IGI,2.7,2.79,K,VVS1,NON,54
IGI,2.7,2.79,K,VVS2,NON,54
IGI,2.7,2.79,K,VS1,NON,54
IGI,2.7,2.79,K,VS2,NON,54
IGI,2.7,2.79,K,SI1,NON,50
IGI,2.7,2.79,K,SI2,NON,50
IGI,2.7,2.79,L,IF,NON,55
IGI,2.7,2.79,L,VVS1,NON,54
IGI,2.7,2.79,L,VVS2,NON,54
IGI,2.7,2.79,L,VS1,NON,54
IGI,2.7,2.79,L,VS2,NON,54
IGI,2.7,2.79,L,SI1,NON,50
IGI,2.7,2.79,L,SI2,NON,50
IGI,2.7,2.79,M,IF,NON,56
IGI,2.7,2.79,M,VVS1,NON,54
IGI,2.7,2.79,M,VVS2,NON,54
IGI,2.7,2.79,M,VS1,NON,54
IGI,2.7,2.79,M,VS2,NON,54
IGI,2.7,2.79,M,SI1,NON,50
IGI,2.7,2.79,M,SI2,NON,50
IGI,2.8,2.89,G,IF,NON,50
IGI,2.8,2.89,G,VVS1,NON,49
IGI,2.8,2.89,G,VVS2,NON,49
IGI,2.8,2.89,G,VS1,NON,49
IGI,2.8,2.89,G,VS2,NON,49
IGI,2.8,2.89,G,SI1,NON,48
IGI,2.8,2.89,G,SI2,NON,48
IGI,2.8,2.89,H,IF,NON,50
IGI,2.8,2.89,H,VVS1,NON,49
IGI,2.8,2.89,H,VVS2,NON,49
IGI,2.8,2.89,H,VS1,NON,49
IGI,2.8,2.89,H,VS2,NON,49
IGI,2.8,2.89,H,SI1,NON,48
IGI,2.8,2.89,H,SI2,NON,48
IGI,2.8,2.89,I,IF,NON,50
IGI,2.8,2.89,I,VVS1,NON,49
IGI,2.8,2.89,I,VVS2,NON,49
IGI,2.8,2.89,I,VS1,NON,49
IGI,2.8,2.89,I,VS2,NON,49
IGI,2.8,2.89,I,SI1,NON,48
IGI,2.8,2.89,I,SI2,NON,48
IGI,2.8,2.89,J,IF,NON,50
IGI,2.8,2.89,J,VVS1,NON,49
IGI,2.8,2.89,J,VVS2,NON,49
IGI,2.8,2.89,J,VS1,NON,49
IGI,2.8,2.89,J,VS2,NON,49
IGI,2.8,2.89,J,SI1,NON,48
IGI,2.8,2.89,J,SI2,NON,48
IGI,2.8,2.89,K,IF,NON,53
IGI,2.8,2.89,K,VVS1,NON,52
IGI,2.8,2.89,K,VVS2,NON,52
IGI,2.8,2.89,K,VS1,NON,52
IGI,2.8,2.89,K,VS2,NON,52
IGI,2.8,2.89,K,SI1,NON,48
IGI,2.8,2.89,K,SI2,NON,48
IGI,2.8,2.89,L,IF,NON,53
IGI,2.8,2.89,L,VVS1,NON,52
IGI,2.8,2.89,L,VVS2,NON,52
IGI,2.8,2.89,L,VS1,NON,52
IGI,2.8,2.89,L,VS2,NON,52
IGI,2.8,2.89,L,SI1,NON,48
IGI,2.8,2.89,L,SI2,NON,48
IGI,2.8,2.89,M,IF,NON,54
IGI,2.8,2.89,M,VVS1,NON,52
IGI,2.8,2.89,M,VVS2,NON,52
IGI,2.8,2.89,M,VS1,NON,52
IGI,2.8,2.89,M,VS2,NON,52
IGI,2.8,2.89,M,SI1,NON,48
IGI,2.8,2.89,M,SI2,NON,48
IGI,2.9,2.99,G,IF,NON,48
IGI,2.9,2.99,G,VVS1,NON,47
IGI,2.9,2.99,G,VVS2,NON,47
IGI,2.9,2.99,G,VS1,NON,47
IGI,2.9,2.99,G,VS2,NON,47
IGI,2.9,2.99,G,SI1,NON,47
IGI,2.9,2.99,G,SI2,NON,47
IGI,2.9,2.99,H,IF,NON,48
IGI,2.9,2.99,H,VVS1,NON,47
IGI,2.9,2.99,H,VVS2,NON,47
IGI,2.9,2.99,H,VS1,NON,47
IGI,2.9,2.99,H,VS2,NON,47
IGI,2.9,2.99,H,SI1,NON,47
IGI,2.9,2.99,H,SI2,NON,47
IGI,2.9,2.99,I,IF,NON,48
IGI,2.9,2.99,I,VVS1,NON,47
IGI,2.9,2.99,I,VVS2,NON,47
IGI,2.9,2.99,I,VS1,NON,47
IGI,2.9,2.99,I,VS2,NON,47
IGI,2.9,2.99,I,SI1,NON,47
IGI,2.9,2.99,I,SI2,NON,47
IGI,2.9,2.99,J,IF,NON,48
IGI,2.9,2.99,J,VVS1,NON,47
IGI,2.9,2.99,J,VVS2,NON,47
IGI,2.9,2.99,J,VS1,NON,47
IGI,2.9,2.99,J,VS2,NON,47
IGI,2.9,2.99,J,SI1,NON,47
IGI,2.9,2.99,J,SI2,NON,47
IGI,2.9,2.99,K,IF,NON,51
IGI,2.9,2.99,K,VVS1,NON,50
IGI,2.9,2.99,K,VVS2,NON,50
IGI,2.9,2.99,K,VS1,NON,50
IGI,2.9,2.99,K,VS2,NON,50
IGI,2.9,2.99,K,SI1,NON,47
IGI,2.9,2.99,K,SI2,NON,47
IGI,2.9,2.99,L,IF,NON,51
IGI,2.9,2.99,L,VVS1,NON,50
IGI,2.9,2.99,L,VVS2,NON,50
IGI,2.9,2.99,L,VS1,NON,50
IGI,2.9,2.99,L,VS2,NON,50
IGI,2.9,2.99,L,SI1,NON,47
IGI,2.9,2.99,L,SI2,NON,47
IGI,2.9,2.99,M,IF,NON,52
IGI,2.9,2.99,M,VVS1,NON,50
IGI,2.9,2.99,M,VVS2,NON,50
IGI,2.9,2.99,M,VS1,NON,50
IGI,2.9,2.99,M,VS2,NON,50
IGI,2.9,2.99,M,SI1,NON,47
IGI,2.9,2.99,M,SI2,NON,47
IGI,3,3.29,G,IF,NON,68
IGI,3,3.29,G,VVS1,NON,66
IGI,3,3.29,G,VVS2,NON,66
IGI,3,3.29,G,VS1,NON,64
IGI,3,3.29,G,VS2,NON,64
IGI,3,3.29,G,SI1,NON,62
IGI,3,3.29,G,SI2,NON,62
IGI,3,3.29,H,IF,NON,68
IGI,3,3.29,H,VVS1,NON,66
IGI,3,3.29,H,VVS2,NON,66
IGI,3,3.29,H,VS1,NON,64
IGI,3,3.29,H,VS2,NON,64
IGI,3,3.29,H,SI1,NON,62
IGI,3,3.29,H,SI2,NON,62
IGI,3,3.29,I,IF,NON,68
IGI,3,3.29,I,VVS1,NON,66
IGI,3,3.29,I,VVS2,NON,66
IGI,3,3.29,I,VS1,NON,64
IGI,3,3.29,I,VS2,NON,64
IGI,3,3.29,I,SI1,NON,61
IGI,3,3.29,I,SI2,NON,61
IGI,3,3.29,J,IF,NON,68
IGI,3,3.29,J,VVS1,NON,66
IGI,3,3.29,J,VVS2,NON,66
IGI,3,3.29,J,VS1,NON,64
IGI,3,3.29,J,VS2,NON,64
IGI,3,3.29,J,SI1,NON,61
IGI,3,3.29,J,SI2,NON,61
IGI,3,3.29,K,IF,NON,68
IGI,3,3.29,K,VVS1,NON,66
IGI,3,3.29,K,VVS2,NON,66
IGI,3,3.29,K,VS1,NON,64
IGI,3,3.29,K,VS2,NON,64
IGI,3,3.29,K,SI1,NON,61
IGI,3,3.29,K,SI2,NON,61
IGI,3,3.29,L,IF,NON,68
IGI,3,3.29,L,VVS1,NON,66
IGI,3,3.29,L,VVS2,NON,66
IGI,3,3.29,L,VS1,NON,64
IGI,3,3.29,L,VS2,NON,64
IGI,3,3.29,L,SI1,NON,61
IGI,3,3.29,L,SI2,NON,61
IGI,3,3.29,M,IF,NON,68
IGI,3,3.29,M,VVS1,NON,66
IGI,3,3.29,M,VVS2,NON,66
IGI,3,3.29,M,VS1,NON,64
IGI,3,3.29,M,VS2,NON,64
IGI,3,3.29,M,SI1,NON,61
IGI,3,3.29,M,SI2,NON,61
IGI,3.3,3.49,G,IF,NON,68
IGI,3.3,3.49,G,VVS1,NON,66
IGI,3.3,3.49,G,VVS2,NON,66
IGI,3.3,3.49,G,VS1,NON,64
IGI,3.3,3.49,G,VS2,NON,64
IGI,3.3,3.49,G,SI1,NON,62
IGI,3.3,3.49,G,SI2,NON,62
IGI,3.3,3.49,H,IF,NON,68
IGI,3.3,3.49,H,VVS1,NON,66
IGI,3.3,3.49,H,VVS2,NON,66
IGI,3.3,3.49,H,VS1,NON,64
IGI,3.3,3.49,H,VS2,NON,64
IGI,3.3,3.49,H,SI1,NON,62
IGI,3.3,3.49,H,SI2,NON,62
IGI,3.3,3.49,I,IF,NON,68
IGI,3.3,3.49,I,VVS1,NON,66
IGI,3.3,3.49,I,VVS2,NON,66
IGI,3.3,3.49,I,VS1,NON,64
IGI,3.3,3.49,I,VS2,NON,64
IGI,3.3,3.49,I,SI1,NON,61
IGI,3.3,3.49,I,SI2,NON,61
IGI,3.3,3.49,J,IF,NON,68
IGI,3.3,3.49,J,VVS1,NON,66
IGI,3.3,3.49,J,VVS2,NON,66
IGI,3.3,3.49,J,VS1,NON,64
IGI,3.3,3.49,J,VS2,NON,64
IGI,3.3,3.49,J,SI1,NON,61
IGI,3.3,3.49,J,SI2,NON,61
IGI,3.3,3.49,K,IF,NON,68
IGI,3.3,3.49,K,VVS1,NON,66
IGI,3.3,3.49,K,VVS2,NON,66
IGI,3.3,3.49,K,VS1,NON,64
IGI,3.3,3.49,K,VS2,NON,64
IGI,3.3,3.49,K,SI1,NON,61
IGI,3.3,3.49,K,SI2,NON,61
IGI,3.3,3.49,L,IF,NON,68
IGI,3.3,3.49,L,VVS1,NON,66
IGI,3.3,3.49,L,VVS2,NON,66
IGI,3.3,3.49,L,VS1,NON,64
IGI,3.3,3.49,L,VS2,NON,64
IGI,3.3,3.49,L,SI1,NON,61
IGI,3.3,3.49,L,SI2,NON,61
IGI,3.3,3.49,M,IF,NON,68
IGI,3.3,3.49,M,VVS1,NON,66
IGI,3.3,3.49,M,VVS2,NON,66
IGI,3.3,3.49,M,VS1,NON,64
IGI,3.3,3.49,M,VS2,NON,64
IGI,3.3,3.49,M,SI1,NON,61
IGI,3.3,3.49,M,SI2,NON,61
IGI,3.5,3.69,G,IF,NON,66
IGI,3.5,3.69,G,VVS1,NON,63
IGI,3.5,3.69,G,VVS2,NON,63
IGI,3.5,3.69,G,VS1,NON,61
IGI,3.5,3.69,G,VS2,NON,61
IGI,3.5,3.69,G,SI1,NON,60
IGI,3.5,3.69,G,SI2,NON,60
IGI,3.5,3.69,H,IF,NON,66
IGI,3.5,3.69,H,VVS1,NON,63
IGI,3.5,3.69,H,VVS2,NON,63
IGI,3.5,3.69,H,VS1,NON,61
IGI,3.5,3.69,H,VS2,NON,61
IGI,3.5,3.69,H,SI1,NON,60
IGI,3.5,3.69,H,SI2,NON,60
IGI,3.5,3.69,I,IF,NON,66
IGI,3.5,3.69,I,VVS1,NON,63
IGI,3.5,3.69,I,VVS2,NON,63
IGI,3.5,3.69,I,VS1,NON,61
IGI,3.5,3.69,I,VS2,NON,61
IGI,3.5,3.69,I,SI1,NON,59
IGI,3.5,3.69,I,SI2,NON,59
IGI,3.5,3.69,J,IF,NON,66
IGI,3.5,3.69,J,VVS1,NON,63
IGI,3.5,3.69,J,VVS2,NON,63
IGI,3.5,3.69,J,VS1,NON,61
IGI,3.5,3.69,J,VS2,NON,61
IGI,3.5,3.69,J,SI1,NON,59
IGI,3.5,3.69,J,SI2,NON,59
IGI,3.5,3.69,K,IF,NON,66
IGI,3.5,3.69,K,VVS1,NON,63
IGI,3.5,3.69,K,VVS2,NON,63
IGI,3.5,3.69,K,VS1,NON,61
IGI,3.5,3.69,K,VS2,NON,61
IGI,3.5,3.69,K,SI1,NON,59
IGI,3.5,3.69,K,SI2,NON,59
IGI,3.5,3.69,L,IF,NON,66
IGI,3.5,3.69,L,VVS1,NON,63
IGI,3.5,3.69,L,VVS2,NON,63
IGI,3.5,3.69,L,VS1,NON,61
IGI,3.5,3.69,L,VS2,NON,61
IGI,3.5,3.69,L,SI1,NON,59
IGI,3.5,3.69,L,SI2,NON,59
IGI,3.5,3.69,M,IF,NON,66
IGI,3.5,3.69,M,VVS1,NON,63
IGI,3.5,3.69,M,VVS2,NON,63
IGI,3.5,3.69,M,VS1,NON,61
IGI,3.5,3.69,M,VS2,NON,61
IGI,3.5,3.69,M,SI1,NON,59
IGI,3.5,3.69,M,SI2,NON,59
IGI,3.7,3.79,G,IF,NON,64
IGI,3.7,3.79,G,VVS1,NON,61
IGI,3.7,3.79,G,VVS2,NON,61
IGI,3.7,3.79,G,VS1,NON,59
IGI,3.7,3.79,G,VS2,NON,59
IGI,3.7,3.79,G,SI1,NON,58
IGI,3.7,3.79,G,SI2,NON,58
IGI,3.7,3.79,H,IF,NON,64
IGI,3.7,3.79,H,VVS1,NON,61
IGI,3.7,3.79,H,VVS2,NON,61
IGI,3.7,3.79,H,VS1,NON,59
IGI,3.7,3.79,H,VS2,NON,59
IGI,3.7,3.79,H,SI1,NON,58
IGI,3.7,3.79,H,SI2,NON,58
IGI,3.7,3.79,I,IF,NON,64
IGI,3.7,3.79,I,VVS1,NON,60
IGI,3.7,3.79,I,VVS2,NON,60
IGI,3.7,3.79,I,VS1,NON,58
IGI,3.7,3.79,I,VS2,NON,58
IGI,3.7,3.79,I,SI1,NON,57
IGI,3.7,3.79,I,SI2,NON,57
IGI,3.7,3.79,J,IF,NON,64
IGI,3.7,3.79,J,VVS1,NON,60
IGI,3.7,3.79,J,VVS2,NON,60
IGI,3.7,3.79,J,VS1,NON,58
IGI,3.7,3.79,J,VS2,NON,58
IGI,3.7,3.79,J,SI1,NON,57
IGI,3.7,3.79,J,SI2,NON,57
IGI,3.7,3.79,K,IF,NON,64
IGI,3.7,3.79,K,VVS1,NON,60
IGI,3.7,3.79,K,VVS2,NON,60
IGI,3.7,3.79,K,VS1,NON,58
IGI,3.7,3.79,K,VS2,NON,58
IGI,3.7,3.79,K,SI1,NON,57
IGI,3.7,3.79,K,SI2,NON,57
IGI,3.7,3.79,L,IF,NON,64
IGI,3.7,3.79,L,VVS1,NON,60
IGI,3.7,3.79,L,VVS2,NON,60
IGI,3.7,3.79,L,VS1,NON,58
IGI,3.7,3.79,L,VS2,NON,58
IGI,3.7,3.79,L,SI1,NON,57
IGI,3.7,3.79,L,SI2,NON,57
IGI,3.7,3.79,M,IF,NON,64
IGI,3.7,3.79,M,VVS1,NON,60
IGI,3.7,3.79,M,VVS2,NON,60
IGI,3.7,3.79,M,VS1,NON,58
IGI,3.7,3.79,M,VS2,NON,58
IGI,3.7,3.79,M,SI1,NON,57
IGI,3.7,3.79,M,SI2,NON,57
IGI,3.8,3.89,G,IF,NON,62
IGI,3.8,3.89,G,VVS1,NON,58
IGI,3.8,3.89,G,VVS2,NON,58
IGI,3.8,3.89,G,VS1,NON,57
IGI,3.8,3.89,G,VS2,NON,57
IGI,3.8,3.89,G,SI1,NON,57
IGI,3.8,3.89,G,SI2,NON,57
IGI,3.8,3.89,H,IF,NON,62
IGI,3.8,3.89,H,VVS1,NON,58
IGI,3.8,3.89,H,VVS2,NON,58
IGI,3.8,3.89,H,VS1,NON,57
IGI,3.8,3.89,H,VS2,NON,57
IGI,3.8,3.89,H,SI1,NON,57
IGI,3.8,3.89,H,SI2,NON,57
IGI,3.8,3.89,I,IF,NON,62
IGI,3.8,3.89,I,VVS1,NON,58
IGI,3.8,3.89,I,VVS2,NON,58
IGI,3.8,3.89,I,VS1,NON,57
IGI,3.8,3.89,I,VS2,NON,57
IGI,3.8,3.89,I,SI1,NON,55
IGI,3.8,3.89,I,SI2,NON,55
IGI,3.8,3.89,J,IF,NON,62
IGI,3.8,3.89,J,VVS1,NON,58
IGI,3.8,3.89,J,VVS2,NON,58
IGI,3.8,3.89,J,VS1,NON,57
IGI,3.8,3.89,J,VS2,NON,57
IGI,3.8,3.89,J,SI1,NON,55
IGI,3.8,3.89,J,SI2,NON,55
IGI,3.8,3.89,K,IF,NON,62
IGI,3.8,3.89,K,VVS1,NON,58
IGI,3.8,3.89,K,VVS2,NON,58
IGI,3.8,3.89,K,VS1,NON,57
IGI,3.8,3.89,K,VS2,NON,57
IGI,3.8,3.89,K,SI1,NON,55
IGI,3.8,3.89,K,SI2,NON,55
IGI,3.8,3.89,L,IF,NON,62
IGI,3.8,3.89,L,VVS1,NON,58
IGI,3.8,3.89,L,VVS2,NON,58
IGI,3.8,3.89,L,VS1,NON,57
IGI,3.8,3.89,L,VS2,NON,57
IGI,3.8,3.89,L,SI1,NON,55
IGI,3.8,3.89,L,SI2,NON,55
IGI,3.8,3.89,M,IF,NON,62
IGI,3.8,3.89,M,VVS1,NON,58
IGI,3.8,3.89,M,VVS2,NON,58
IGI,3.8,3.89,M,VS1,NON,57
IGI,3.8,3.89,M,VS2,NON,57
IGI,3.8,3.89,M,SI1,NON,55
IGI,3.8,3.89,M,SI2,NON,55
IGI,3.9,3.99,G,IF,NON,60
IGI,3.9,3.99,G,VVS1,NON,56
IGI,3.9,3.99,G,VVS2,NON,56
IGI,3.9,3.99,G,VS1,NON,55
IGI,3.9,3.99,G,VS2,NON,55
IGI,3.9,3.99,G,SI1,NON,55
IGI,3.9,3.99,G,SI2,NON,55
IGI,3.9,3.99,H,IF,NON,60
IGI,3.9,3.99,H,VVS1,NON,56
IGI,3.9,3.99,H,VVS2,NON,56
IGI,3.9,3.99,H,VS1,NON,55
IGI,3.9,3.99,H,VS2,NON,55
IGI,3.9,3.99,H,SI1,NON,55
IGI,3.9,3.99,H,SI2,NON,55
IGI,3.9,3.99,I,IF,NON,60
IGI,3.9,3.99,I,VVS1,NON,56
IGI,3.9,3.99,I,VVS2,NON,56
IGI,3.9,3.99,I,VS1,NON,55
IGI,3.9,3.99,I,VS2,NON,55
IGI,3.9,3.99,I,SI1,NON,53
IGI,3.9,3.99,I,SI2,NON,53
IGI,3.9,3.99,J,IF,NON,60
IGI,3.9,3.99,J,VVS1,NON,56
IGI,3.9,3.99,J,VVS2,NON,56
IGI,3.9,3.99,J,VS1,NON,55
IGI,3.9,3.99,J,VS2,NON,55
IGI,3.9,3.99,J,SI1,NON,53
IGI,3.9,3.99,J,SI2,NON,53
IGI,3.9,3.99,K,IF,NON,60
IGI,3.9,3.99,K,VVS1,NON,56
IGI,3.9,3.99,K,VVS2,NON,56
IGI,3.9,3.99,K,VS1,NON,55
IGI,3.9,3.99,K,VS2,NON,55
IGI,3.9,3.99,K,SI1,NON,53
IGI,3.9,3.99,K,SI2,NON,53
IGI,3.9,3.99,L,IF,NON,60
IGI,3.9,3.99,L,VVS1,NON,56
IGI,3.9,3.99,L,VVS2,NON,56
IGI,3.9,3.99,L,VS1,NON,55
IGI,3.9,3.99,L,VS2,NON,55
IGI,3.9,3.99,L,SI1,NON,53
IGI,3.9,3.99,L,SI2,NON,53
IGI,3.9,3.99,M,IF,NON,60
IGI,3.9,3.99,M,VVS1,NON,56
IGI,3.9,3.99,M,VVS2,NON,56
IGI,3.9,3.99,M,VS1,NON,55
IGI,3.9,3.99,M,VS2,NON,55
IGI,3.9,3.99,M,SI1,NON,53
IGI,3.9,3.99,M,SI2,NON,53
IGI,4,4.29,G,IF,NON,68
IGI,4,4.29,G,VVS1,NON,66
IGI,4,4.29,G,VVS2,NON,66
IGI,4,4.29,G,VS1,NON,64
IGI,4,4.29,G,VS2,NON,64
IGI,4,4.29,G,SI1,NON,62
IGI,4,4.29,G,SI2,NON,62
IGI,4,4.29,H,IF,NON,68
IGI,4,4.29,H,VVS1,NON,66
IGI,4,4.29,H,VVS2,NON,66
IGI,4,4.29,H,VS1,NON,64
IGI,4,4.29,H,VS2,NON,64
IGI,4,4.29,H,SI1,NON,62
IGI,4,4.29,H,SI2,NON,62
IGI,4,4.29,I,IF,NON,68
IGI,4,4.29,I,VVS1,NON,66
IGI,4,4.29,I,VVS2,NON,66
IGI,4,4.29,I,VS1,NON,64
IGI,4,4.29,I,VS2,NON,64
IGI,4,4.29,I,SI1,NON,61
IGI,4,4.29,I,SI2,NON,61
IGI,4,4.29,J,IF,NON,68
IGI,4,4.29,J,VVS1,NON,66
IGI,4,4.29,J,VVS2,NON,66
IGI,4,4.29,J,VS1,NON,64
IGI,4,4.29,J,VS2,NON,64
IGI,4,4.29,J,SI1,NON,61
IGI,4,4.29,J,SI2,NON,61
IGI,4,4.29,K,IF,NON,68
IGI,4,4.29,K,VVS1,NON,66
IGI,4,4.29,K,VVS2,NON,66
IGI,4,4.29,K,VS1,NON,64
IGI,4,4.29,K,VS2,NON,64
IGI,4,4.29,K,SI1,NON,61
IGI,4,4.29,K,SI2,NON,61
IGI,4,4.29,L,IF,NON,68
IGI,4,4.29,L,VVS1,NON,66
IGI,4,4.29,L,VVS2,NON,66
IGI,4,4.29,L,VS1,NON,64
IGI,4,4.29,L,VS2,NON,64
IGI,4,4.29,L,SI1,NON,61
IGI,4,4.29,L,SI2,NON,61
IGI,4,4.29,M,IF,NON,68
IGI,4,4.29,M,VVS1,NON,66
IGI,4,4.29,M,VVS2,NON,66
IGI,4,4.29,M,VS1,NON,64
IGI,4,4.29,M,VS2,NON,64
IGI,4,4.29,M,SI1,NON,61
IGI,4,4.29,M,SI2,NON,61
IGI,4.3,4.49,G,IF,NON,68
IGI,4.3,4.49,G,VVS1,NON,66
IGI,4.3,4.49,G,VVS2,NON,66
IGI,4.3,4.49,G,VS1,NON,64
IGI,4.3,4.49,G,VS2,NON,64
IGI,4.3,4.49,G,SI1,NON,62
IGI,4.3,4.49,G,SI2,NON,62
IGI,4.3,4.49,H,IF,NON,68
IGI,4.3,4.49,H,VVS1,NON,66
IGI,4.3,4.49,H,VVS2,NON,66
IGI,4.3,4.49,H,VS1,NON,64
IGI,4.3,4.49,H,VS2,NON,64
IGI,4.3,4.49,H,SI1,NON,62
IGI,4.3,4.49,H,SI2,NON,62
IGI,4.3,4.49,I,IF,NON,68
IGI,4.3,4.49,I,VVS1,NON,66
IGI,4.3,4.49,I,VVS2,NON,66
IGI,4.3,4.49,I,VS1,NON,64
IGI,4.3,4.49,I,VS2,NON,64
IGI,4.3,4.49,I,SI1,NON,61
IGI,4.3,4.49,I,SI2,NON,61
IGI,4.3,4.49,J,IF,NON,68
IGI,4.3,4.49,J,VVS1,NON,66
IGI,4.3,4.49,J,VVS2,NON,66
IGI,4.3,4.49,J,VS1,NON,64
IGI,4.3,4.49,J,VS2,NON,64
