SHAPE,FROM CTS,TO CTS,COLOR,CLARITY,CUT,PRICE,DATE
RO,0.15,0.17,L,SI1,EX,560, 8/30/2024
RO,0.15,0.17,L,SI2,EX,480, 8/30/2024
RO,0.15,0.17,L,SI3,EX,430, 8/30/2024
RO,0.15,0.17,L,I1,EX,370, 8/30/2024
RO,0.15,0.17,L,I2,EX,310, 8/30/2024
RO,0.15,0.17,L,I3,EX,260, 8/30/2024
RO,0.15,0.17,M,IF,EX,500, 8/30/2024
RO,0.15,0.17,M,VVS1,EX,500, 8/30/2024
RO,0.15,0.17,M,VVS2,EX,500, 8/30/2024
RO,0.15,0.17,M,VS1,EX,450, 8/30/2024
RO,0.15,0.17,M,VS2,EX,450, 8/30/2024
RO,0.15,0.17,M,SI1,EX,390, 8/30/2024
RO,0.15,0.17,M,SI2,EX,350, 8/30/2024
RO,0.15,0.17,M,SI3,EX,310, 8/30/2024
RO,0.15,0.17,M,I1,EX,260, 8/30/2024
RO,0.15,0.17,M,I2,EX,220, 8/30/2024
RO,0.15,0.17,M,I3,EX,180, 8/30/2024
RO,0.15,0.17,N,IF,EX,500, 8/30/2024
RO,0.15,0.17,N,VVS1,EX,500, 8/30/2024
RO,0.15,0.17,N,VVS2,EX,500, 8/30/2024
RO,0.15,0.17,N,VS1,EX,450, 8/30/2024
RO,0.15,0.17,N,VS2,EX,450, 8/30/2024
RO,0.15,0.17,N,SI1,EX,390, 8/30/2024
RO,0.15,0.17,N,SI2,EX,350, 8/30/2024
RO,0.15,0.17,N,SI3,EX,310, 8/30/2024
RO,0.15,0.17,N,I1,EX,260, 8/30/2024
RO,0.15,0.17,N,I2,EX,220, 8/30/2024
RO,0.15,0.17,N,I3,EX,180, 8/30/2024
RO,0.18,0.22,D,IF,EX,1400, 8/30/2024
RO,0.18,0.22,D,VVS1,EX,1400, 8/30/2024
RO,0.18,0.22,D,VVS2,EX,1400, 8/30/2024
RO,0.18,0.22,D,VS1,EX,1260, 8/30/2024
RO,0.18,0.22,D,VS2,EX,1260, 8/30/2024
RO,0.18,0.22,D,SI1,EX,1110, 8/30/2024
RO,0.18,0.22,D,SI2,EX,960, 8/30/2024
RO,0.18,0.22,D,SI3,EX,840, 8/30/2024
RO,0.18,0.22,D,I1,EX,690, 8/30/2024
RO,0.18,0.22,D,I2,EX,560, 8/30/2024
RO,0.18,0.22,D,I3,EX,480, 8/30/2024
RO,0.18,0.22,E,IF,EX,1400, 8/30/2024
RO,0.18,0.22,E,VVS1,EX,1400, 8/30/2024
RO,0.18,0.22,E,VVS2,EX,1400, 8/30/2024
RO,0.18,0.22,E,VS1,EX,1260, 8/30/2024
RO,0.18,0.22,E,VS2,EX,1260, 8/30/2024
RO,0.18,0.22,E,SI1,EX,1110, 8/30/2024
RO,0.18,0.22,E,SI2,EX,960, 8/30/2024
RO,0.18,0.22,E,SI3,EX,840, 8/30/2024
RO,0.18,0.22,E,I1,EX,690, 8/30/2024
RO,0.18,0.22,E,I2,EX,560, 8/30/2024
RO,0.18,0.22,E,I3,EX,480, 8/30/2024
RO,0.18,0.22,F,IF,EX,1400, 8/30/2024
RO,0.18,0.22,F,VVS1,EX,1400, 8/30/2024
RO,0.18,0.22,F,VVS2,EX,1400, 8/30/2024
RO,0.18,0.22,F,VS1,EX,1260, 8/30/2024
RO,0.18,0.22,F,VS2,EX,1260, 8/30/2024
RO,0.18,0.22,F,SI1,EX,1110, 8/30/2024
RO,0.18,0.22,F,SI2,EX,960, 8/30/2024
RO,0.18,0.22,F,SI3,EX,840, 8/30/2024
RO,0.18,0.22,F,I1,EX,690, 8/30/2024
RO,0.18,0.22,F,I2,EX,560, 8/30/2024
RO,0.18,0.22,F,I3,EX,480, 8/30/2024
RO,0.18,0.22,G,IF,EX,1250, 8/30/2024
RO,0.18,0.22,G,VVS1,EX,1250, 8/30/2024
RO,0.18,0.22,G,VVS2,EX,1250, 8/30/2024
RO,0.18,0.22,G,VS1,EX,1120, 8/30/2024
RO,0.18,0.22,G,VS2,EX,1120, 8/30/2024
RO,0.18,0.22,G,SI1,EX,1000, 8/30/2024
RO,0.18,0.22,G,SI2,EX,870, 8/30/2024
RO,0.18,0.22,G,SI3,EX,750, 8/30/2024
RO,0.18,0.22,G,I1,EX,630, 8/30/2024
RO,0.18,0.22,G,I2,EX,510, 8/30/2024
RO,0.18,0.22,G,I3,EX,430, 8/30/2024
RO,0.18,0.22,H,IF,EX,1250, 8/30/2024
RO,0.18,0.22,H,VVS1,EX,1250, 8/30/2024
RO,0.18,0.22,H,VVS2,EX,1250, 8/30/2024
RO,0.18,0.22,H,VS1,EX,1120, 8/30/2024
RO,0.18,0.22,H,VS2,EX,1120, 8/30/2024
RO,0.18,0.22,H,SI1,EX,1000, 8/30/2024
RO,0.18,0.22,H,SI2,EX,870, 8/30/2024
RO,0.18,0.22,H,SI3,EX,750, 8/30/2024
RO,0.18,0.22,H,I1,EX,630, 8/30/2024
RO,0.18,0.22,H,I2,EX,510, 8/30/2024
RO,0.18,0.22,H,I3,EX,430, 8/30/2024
RO,0.18,0.22,I,IF,EX,1060, 8/30/2024
RO,0.18,0.22,I,VVS1,EX,1060, 8/30/2024
RO,0.18,0.22,I,VVS2,EX,1060, 8/30/2024
RO,0.18,0.22,I,VS1,EX,960, 8/30/2024
RO,0.18,0.22,I,VS2,EX,960, 8/30/2024
RO,0.18,0.22,I,SI1,EX,870, 8/30/2024
RO,0.18,0.22,I,SI2,EX,760, 8/30/2024
RO,0.18,0.22,I,SI3,EX,660, 8/30/2024
RO,0.18,0.22,I,I1,EX,560, 8/30/2024
RO,0.18,0.22,I,I2,EX,460, 8/30/2024
RO,0.18,0.22,I,I3,EX,390, 8/30/2024
RO,0.18,0.22,J,IF,EX,1060, 8/30/2024
RO,0.18,0.22,J,VVS1,EX,1060, 8/30/2024
RO,0.18,0.22,J,VVS2,EX,1060, 8/30/2024
RO,0.18,0.22,J,VS1,EX,960, 8/30/2024
RO,0.18,0.22,J,VS2,EX,960, 8/30/2024
RO,0.18,0.22,J,SI1,EX,870, 8/30/2024
RO,0.18,0.22,J,SI2,EX,760, 8/30/2024
RO,0.18,0.22,J,SI3,EX,660, 8/30/2024
RO,0.18,0.22,J,I1,EX,560, 8/30/2024
RO,0.18,0.22,J,I2,EX,460, 8/30/2024
RO,0.18,0.22,J,I3,EX,390, 8/30/2024
RO,0.18,0.22,K,IF,EX,860, 8/30/2024
RO,0.18,0.22,K,VVS1,EX,860, 8/30/2024
RO,0.18,0.22,K,VVS2,EX,860, 8/30/2024
RO,0.18,0.22,K,VS1,EX,740, 8/30/2024
RO,0.18,0.22,K,VS2,EX,740, 8/30/2024
RO,0.18,0.22,K,SI1,EX,650, 8/30/2024
RO,0.18,0.22,K,SI2,EX,550, 8/30/2024
RO,0.18,0.22,K,SI3,EX,480, 8/30/2024
RO,0.18,0.22,K,I1,EX,400, 8/30/2024
RO,0.18,0.22,K,I2,EX,340, 8/30/2024
RO,0.18,0.22,K,I3,EX,280, 8/30/2024
RO,0.18,0.22,L,IF,EX,860, 8/30/2024
RO,0.18,0.22,L,VVS1,EX,860, 8/30/2024
RO,0.18,0.22,L,VVS2,EX,860, 8/30/2024
RO,0.18,0.22,L,VS1,EX,740, 8/30/2024
RO,0.18,0.22,L,VS2,EX,740, 8/30/2024
RO,0.18,0.22,L,SI1,EX,650, 8/30/2024
RO,0.18,0.22,L,SI2,EX,550, 8/30/2024
RO,0.18,0.22,L,SI3,EX,480, 8/30/2024
RO,0.18,0.22,L,I1,EX,400, 8/30/2024
RO,0.18,0.22,L,I2,EX,340, 8/30/2024
RO,0.18,0.22,L,I3,EX,280, 8/30/2024
RO,0.18,0.22,M,IF,EX,660, 8/30/2024
RO,0.18,0.22,M,VVS1,EX,660, 8/30/2024
RO,0.18,0.22,M,VVS2,EX,660, 8/30/2024
RO,0.18,0.22,M,VS1,EX,560, 8/30/2024
RO,0.18,0.22,M,VS2,EX,560, 8/30/2024
RO,0.18,0.22,M,SI1,EX,480, 8/30/2024
RO,0.18,0.22,M,SI2,EX,410, 8/30/2024
RO,0.18,0.22,M,SI3,EX,360, 8/30/2024
RO,0.18,0.22,M,I1,EX,290, 8/30/2024
RO,0.18,0.22,M,I2,EX,240, 8/30/2024
RO,0.18,0.22,M,I3,EX,200, 8/30/2024
RO,0.18,0.22,N,IF,EX,660, 8/30/2024
RO,0.18,0.22,N,VVS1,EX,660, 8/30/2024
RO,0.18,0.22,N,VVS2,EX,660, 8/30/2024
RO,0.18,0.22,N,VS1,EX,560, 8/30/2024
RO,0.18,0.22,N,VS2,EX,560, 8/30/2024
RO,0.18,0.22,N,SI1,EX,480, 8/30/2024
RO,0.18,0.22,N,SI2,EX,410, 8/30/2024
RO,0.18,0.22,N,SI3,EX,360, 8/30/2024
RO,0.18,0.22,N,I1,EX,290, 8/30/2024
RO,0.18,0.22,N,I2,EX,240, 8/30/2024
RO,0.18,0.22,N,I3,EX,200, 8/30/2024
RO,0.23,0.29,D,IF,EX,1650, 8/30/2024
RO,0.23,0.29,D,VVS1,EX,1650, 8/30/2024
RO,0.23,0.29,D,VVS2,EX,1650, 8/30/2024
RO,0.23,0.29,D,VS1,EX,1500, 8/30/2024
RO,0.23,0.29,D,VS2,EX,1500, 8/30/2024
RO,0.23,0.29,D,SI1,EX,1300, 8/30/2024
RO,0.23,0.29,D,SI2,EX,1090, 8/30/2024
RO,0.23,0.29,D,SI3,EX,940, 8/30/2024
RO,0.23,0.29,D,I1,EX,760, 8/30/2024
RO,0.23,0.29,D,I2,EX,600, 8/30/2024
RO,0.23,0.29,D,I3,EX,510, 8/30/2024
RO,0.23,0.29,E,IF,EX,1650, 8/30/2024
RO,0.23,0.29,E,VVS1,EX,1650, 8/30/2024
RO,0.23,0.29,E,VVS2,EX,1650, 8/30/2024
RO,0.23,0.29,E,VS1,EX,1500, 8/30/2024
RO,0.23,0.29,E,VS2,EX,1500, 8/30/2024
RO,0.23,0.29,E,SI1,EX,1300, 8/30/2024
RO,0.23,0.29,E,SI2,EX,1090, 8/30/2024
RO,0.23,0.29,E,SI3,EX,940, 8/30/2024
RO,0.23,0.29,E,I1,EX,760, 8/30/2024
RO,0.23,0.29,E,I2,EX,600, 8/30/2024
RO,0.23,0.29,E,I3,EX,510, 8/30/2024
RO,0.23,0.29,F,IF,EX,1650, 8/30/2024
RO,0.23,0.29,F,VVS1,EX,1650, 8/30/2024
RO,0.23,0.29,F,VVS2,EX,1650, 8/30/2024
RO,0.23,0.29,F,VS1,EX,1500, 8/30/2024
RO,0.23,0.29,F,VS2,EX,1500, 8/30/2024
RO,0.23,0.29,F,SI1,EX,1300, 8/30/2024
RO,0.23,0.29,F,SI2,EX,1090, 8/30/2024
RO,0.23,0.29,F,SI3,EX,940, 8/30/2024
RO,0.23,0.29,F,I1,EX,760, 8/30/2024
RO,0.23,0.29,F,I2,EX,600, 8/30/2024
RO,0.23,0.29,F,I3,EX,510, 8/30/2024
RO,0.23,0.29,G,IF,EX,1450, 8/30/2024
RO,0.23,0.29,G,VVS1,EX,1450, 8/30/2024
RO,0.23,0.29,G,VVS2,EX,1450, 8/30/2024
RO,0.23,0.29,G,VS1,EX,1310, 8/30/2024
RO,0.23,0.29,G,VS2,EX,1310, 8/30/2024
RO,0.23,0.29,G,SI1,EX,1150, 8/30/2024
RO,0.23,0.29,G,SI2,EX,970, 8/30/2024
RO,0.23,0.29,G,SI3,EX,830, 8/30/2024
RO,0.23,0.29,G,I1,EX,690, 8/30/2024
RO,0.23,0.29,G,I2,EX,550, 8/30/2024
RO,0.23,0.29,G,I3,EX,460, 8/30/2024
RO,0.23,0.29,H,IF,EX,1450, 8/30/2024
RO,0.23,0.29,H,VVS1,EX,1450, 8/30/2024
RO,0.23,0.29,H,VVS2,EX,1450, 8/30/2024
RO,0.23,0.29,H,VS1,EX,1310, 8/30/2024
RO,0.23,0.29,H,VS2,EX,1310, 8/30/2024
RO,0.23,0.29,H,SI1,EX,1150, 8/30/2024
RO,0.23,0.29,H,SI2,EX,970, 8/30/2024
RO,0.23,0.29,H,SI3,EX,830, 8/30/2024
RO,0.23,0.29,H,I1,EX,690, 8/30/2024
RO,0.23,0.29,H,I2,EX,550, 8/30/2024
RO,0.23,0.29,H,I3,EX,460, 8/30/2024
RO,0.23,0.29,I,IF,EX,1190, 8/30/2024
RO,0.23,0.29,I,VVS1,EX,1190, 8/30/2024
RO,0.23,0.29,I,VVS2,EX,1190, 8/30/2024
RO,0.23,0.29,I,VS1,EX,1080, 8/30/2024
RO,0.23,0.29,I,VS2,EX,1080, 8/30/2024
RO,0.23,0.29,I,SI1,EX,990, 8/30/2024
RO,0.23,0.29,I,SI2,EX,840, 8/30/2024
RO,0.23,0.29,I,SI3,EX,730, 8/30/2024
RO,0.23,0.29,I,I1,EX,600, 8/30/2024
RO,0.23,0.29,I,I2,EX,500, 8/30/2024
RO,0.23,0.29,I,I3,EX,420, 8/30/2024
RO,0.23,0.29,J,IF,EX,1190, 8/30/2024
RO,0.23,0.29,J,VVS1,EX,1190, 8/30/2024
RO,0.23,0.29,J,VVS2,EX,1190, 8/30/2024
RO,0.23,0.29,J,VS1,EX,1080, 8/30/2024
RO,0.23,0.29,J,VS2,EX,1080, 8/30/2024
RO,0.23,0.29,J,SI1,EX,990, 8/30/2024
RO,0.23,0.29,J,SI2,EX,840, 8/30/2024
RO,0.23,0.29,J,SI3,EX,730, 8/30/2024
RO,0.23,0.29,J,I1,EX,600, 8/30/2024
RO,0.23,0.29,J,I2,EX,500, 8/30/2024
RO,0.23,0.29,J,I3,EX,420, 8/30/2024
RO,0.23,0.29,K,IF,EX,970, 8/30/2024
RO,0.23,0.29,K,VVS1,EX,970, 8/30/2024
RO,0.23,0.29,K,VVS2,EX,970, 8/30/2024
RO,0.23,0.29,K,VS1,EX,840, 8/30/2024
RO,0.23,0.29,K,VS2,EX,840, 8/30/2024
RO,0.23,0.29,K,SI1,EX,740, 8/30/2024
RO,0.23,0.29,K,SI2,EX,640, 8/30/2024
RO,0.23,0.29,K,SI3,EX,570, 8/30/2024
RO,0.23,0.29,K,I1,EX,460, 8/30/2024
RO,0.23,0.29,K,I2,EX,370, 8/30/2024
RO,0.23,0.29,K,I3,EX,300, 8/30/2024
RO,0.23,0.29,L,IF,EX,970, 8/30/2024
RO,0.23,0.29,L,VVS1,EX,970, 8/30/2024
RO,0.23,0.29,L,VVS2,EX,970, 8/30/2024
RO,0.23,0.29,L,VS1,EX,840, 8/30/2024
RO,0.23,0.29,L,VS2,EX,840, 8/30/2024
RO,0.23,0.29,L,SI1,EX,740, 8/30/2024
RO,0.23,0.29,L,SI2,EX,640, 8/30/2024
RO,0.23,0.29,L,SI3,EX,570, 8/30/2024
RO,0.23,0.29,L,I1,EX,460, 8/30/2024
RO,0.23,0.29,L,I2,EX,370, 8/30/2024
RO,0.23,0.29,L,I3,EX,300, 8/30/2024
RO,0.23,0.29,M,IF,EX,820, 8/30/2024
RO,0.23,0.29,M,VVS1,EX,820, 8/30/2024
RO,0.23,0.29,M,VVS2,EX,820, 8/30/2024
RO,0.23,0.29,M,VS1,EX,700, 8/30/2024
RO,0.23,0.29,M,VS2,EX,700, 8/30/2024
RO,0.23,0.29,M,SI1,EX,590, 8/30/2024
RO,0.23,0.29,M,SI2,EX,510, 8/30/2024
RO,0.23,0.29,M,SI3,EX,460, 8/30/2024
RO,0.23,0.29,M,I1,EX,360, 8/30/2024
RO,0.23,0.29,M,I2,EX,280, 8/30/2024
RO,0.23,0.29,M,I3,EX,220, 8/30/2024
RO,0.23,0.29,N,IF,EX,820, 8/30/2024
RO,0.23,0.29,N,VVS1,EX,820, 8/30/2024
RO,0.23,0.29,N,VVS2,EX,820, 8/30/2024
RO,0.23,0.29,N,VS1,EX,700, 8/30/2024
RO,0.23,0.29,N,VS2,EX,700, 8/30/2024
RO,0.23,0.29,N,SI1,EX,590, 8/30/2024
RO,0.23,0.29,N,SI2,EX,510, 8/30/2024
RO,0.23,0.29,N,SI3,EX,460, 8/30/2024
RO,0.23,0.29,N,I1,EX,360, 8/30/2024
RO,0.23,0.29,N,I2,EX,280, 8/30/2024
RO,0.23,0.29,N,I3,EX,220, 8/30/2024
RO,0.3,0.39,D,IF,EX,2800, 8/30/2024
RO,0.3,0.39,D,VVS1,EX,2400, 8/30/2024
RO,0.3,0.39,D,VVS2,EX,2200, 8/30/2024
RO,0.3,0.39,D,VS1,EX,2100, 8/30/2024
RO,0.3,0.39,D,VS2,EX,1900, 8/30/2024
RO,0.3,0.39,D,SI1,EX,1800, 8/30/2024
RO,0.3,0.39,D,SI2,EX,1600, 8/30/2024
RO,0.3,0.39,D,SI3,EX,1500, 8/30/2024
RO,0.3,0.39,D,I1,EX,1300, 8/30/2024
RO,0.3,0.39,D,I2,EX,1100, 8/30/2024
RO,0.3,0.39,D,I3,EX,700, 8/30/2024
RO,0.3,0.39,E,IF,EX,2500, 8/30/2024
RO,0.3,0.39,E,VVS1,EX,2200, 8/30/2024
RO,0.3,0.39,E,VVS2,EX,2000, 8/30/2024
RO,0.3,0.39,E,VS1,EX,1900, 8/30/2024
RO,0.3,0.39,E,VS2,EX,1800, 8/30/2024
RO,0.3,0.39,E,SI1,EX,1700, 8/30/2024
RO,0.3,0.39,E,SI2,EX,1500, 8/30/2024
RO,0.3,0.39,E,SI3,EX,1400, 8/30/2024
RO,0.3,0.39,E,I1,EX,1200, 8/30/2024
RO,0.3,0.39,E,I2,EX,1000, 8/30/2024
RO,0.3,0.39,E,I3,EX,600, 8/30/2024
RO,0.3,0.39,F,IF,EX,2200, 8/30/2024
RO,0.3,0.39,F,VVS1,EX,2000, 8/30/2024
RO,0.3,0.39,F,VVS2,EX,1900, 8/30/2024
RO,0.3,0.39,F,VS1,EX,1800, 8/30/2024
RO,0.3,0.39,F,VS2,EX,1700, 8/30/2024
RO,0.3,0.39,F,SI1,EX,1600, 8/30/2024
RO,0.3,0.39,F,SI2,EX,1400, 8/30/2024
RO,0.3,0.39,F,SI3,EX,1300, 8/30/2024
RO,0.3,0.39,F,I1,EX,1100, 8/30/2024
RO,0.3,0.39,F,I2,EX,1000, 8/30/2024
RO,0.3,0.39,F,I3,EX,600, 8/30/2024
RO,0.3,0.39,G,IF,EX,2000, 8/30/2024
RO,0.3,0.39,G,VVS1,EX,1900, 8/30/2024
RO,0.3,0.39,G,VVS2,EX,1800, 8/30/2024
RO,0.3,0.39,G,VS1,EX,1700, 8/30/2024
RO,0.3,0.39,G,VS2,EX,1600, 8/30/2024
RO,0.3,0.39,G,SI1,EX,1500, 8/30/2024
RO,0.3,0.39,G,SI2,EX,1300, 8/30/2024
RO,0.3,0.39,G,SI3,EX,1200, 8/30/2024
RO,0.3,0.39,G,I1,EX,1000, 8/30/2024
RO,0.3,0.39,G,I2,EX,900, 8/30/2024
RO,0.3,0.39,G,I3,EX,500, 8/30/2024
RO,0.3,0.39,H,IF,EX,1900, 8/30/2024
RO,0.3,0.39,H,VVS1,EX,1800, 8/30/2024
RO,0.3,0.39,H,VVS2,EX,1700, 8/30/2024
RO,0.3,0.39,H,VS1,EX,1600, 8/30/2024
RO,0.3,0.39,H,VS2,EX,1500, 8/30/2024
RO,0.3,0.39,H,SI1,EX,1400, 8/30/2024
RO,0.3,0.39,H,SI2,EX,1200, 8/30/2024
RO,0.3,0.39,H,SI3,EX,1100, 8/30/2024
RO,0.3,0.39,H,I1,EX,1000, 8/30/2024
RO,0.3,0.39,H,I2,EX,800, 8/30/2024
RO,0.3,0.39,H,I3,EX,500, 8/30/2024
RO,0.3,0.39,I,IF,EX,1600, 8/30/2024
RO,0.3,0.39,I,VVS1,EX,1500, 8/30/2024
RO,0.3,0.39,I,VVS2,EX,1400, 8/30/2024
RO,0.3,0.39,I,VS1,EX,1400, 8/30/2024
RO,0.3,0.39,I,VS2,EX,1300, 8/30/2024
RO,0.3,0.39,I,SI1,EX,1200, 8/30/2024
RO,0.3,0.39,I,SI2,EX,1100, 8/30/2024
RO,0.3,0.39,I,SI3,EX,1000, 8/30/2024
RO,0.3,0.39,I,I1,EX,900, 8/30/2024
RO,0.3,0.39,I,I2,EX,700, 8/30/2024
RO,0.3,0.39,I,I3,EX,500, 8/30/2024
RO,0.3,0.39,J,IF,EX,1400, 8/30/2024
RO,0.3,0.39,J,VVS1,EX,1300, 8/30/2024
RO,0.3,0.39,J,VVS2,EX,1200, 8/30/2024
RO,0.3,0.39,J,VS1,EX,1200, 8/30/2024
RO,0.3,0.39,J,VS2,EX,1100, 8/30/2024
RO,0.3,0.39,J,SI1,EX,1000, 8/30/2024
RO,0.3,0.39,J,SI2,EX,1000, 8/30/2024
RO,0.3,0.39,J,SI3,EX,900, 8/30/2024
RO,0.3,0.39,J,I1,EX,800, 8/30/2024
RO,0.3,0.39,J,I2,EX,700, 8/30/2024
RO,0.3,0.39,J,I3,EX,400, 8/30/2024
RO,0.3,0.39,K,IF,EX,1300, 8/30/2024
RO,0.3,0.39,K,VVS1,EX,1200, 8/30/2024
RO,0.3,0.39,K,VVS2,EX,1100, 8/30/2024
RO,0.3,0.39,K,VS1,EX,1000, 8/30/2024
RO,0.3,0.39,K,VS2,EX,1000, 8/30/2024
RO,0.3,0.39,K,SI1,EX,900, 8/30/2024
RO,0.3,0.39,K,SI2,EX,900, 8/30/2024
RO,0.3,0.39,K,SI3,EX,800, 8/30/2024
RO,0.3,0.39,K,I1,EX,700, 8/30/2024
RO,0.3,0.39,K,I2,EX,600, 8/30/2024
RO,0.3,0.39,K,I3,EX,400, 8/30/2024
RO,0.3,0.39,L,IF,EX,1200, 8/30/2024
RO,0.3,0.39,L,VVS1,EX,1100, 8/30/2024
RO,0.3,0.39,L,VVS2,EX,1000, 8/30/2024
RO,0.3,0.39,L,VS1,EX,900, 8/30/2024
RO,0.3,0.39,L,VS2,EX,900, 8/30/2024
RO,0.3,0.39,L,SI1,EX,800, 8/30/2024
RO,0.3,0.39,L,SI2,EX,800, 8/30/2024
RO,0.3,0.39,L,SI3,EX,700, 8/30/2024
RO,0.3,0.39,L,I1,EX,600, 8/30/2024
RO,0.3,0.39,L,I2,EX,500, 8/30/2024
RO,0.3,0.39,L,I3,EX,300, 8/30/2024
RO,0.3,0.39,M,IF,EX,1000, 8/30/2024
RO,0.3,0.39,M,VVS1,EX,900, 8/30/2024
RO,0.3,0.39,M,VVS2,EX,900, 8/30/2024
RO,0.3,0.39,M,VS1,EX,800, 8/30/2024
RO,0.3,0.39,M,VS2,EX,800, 8/30/2024
RO,0.3,0.39,M,SI1,EX,800, 8/30/2024
RO,0.3,0.39,M,SI2,EX,700, 8/30/2024
RO,0.3,0.39,M,SI3,EX,600, 8/30/2024
RO,0.3,0.39,M,I1,EX,500, 8/30/2024
RO,0.3,0.39,M,I2,EX,400, 8/30/2024
RO,0.3,0.39,M,I3,EX,300, 8/30/2024
RO,0.4,0.49,D,IF,EX,3300, 8/30/2024
RO,0.4,0.49,D,VVS1,EX,2700, 8/30/2024
RO,0.4,0.49,D,VVS2,EX,2500, 8/30/2024
RO,0.4,0.49,D,VS1,EX,2300, 8/30/2024
RO,0.4,0.49,D,VS2,EX,2200, 8/30/2024
RO,0.4,0.49,D,SI1,EX,2100, 8/30/2024
RO,0.4,0.49,D,SI2,EX,1800, 8/30/2024
RO,0.4,0.49,D,SI3,EX,1700, 8/30/2024
RO,0.4,0.49,D,I1,EX,1500, 8/30/2024
RO,0.4,0.49,D,I2,EX,1200, 8/30/2024
RO,0.4,0.49,D,I3,EX,800, 8/30/2024
RO,0.4,0.49,E,IF,EX,2800, 8/30/2024
RO,0.4,0.49,E,VVS1,EX,2500, 8/30/2024
RO,0.4,0.49,E,VVS2,EX,2300, 8/30/2024
RO,0.4,0.49,E,VS1,EX,2200, 8/30/2024
RO,0.4,0.49,E,VS2,EX,2100, 8/30/2024
RO,0.4,0.49,E,SI1,EX,2000, 8/30/2024
RO,0.4,0.49,E,SI2,EX,1700, 8/30/2024
RO,0.4,0.49,E,SI3,EX,1600, 8/30/2024
RO,0.4,0.49,E,I1,EX,1400, 8/30/2024
RO,0.4,0.49,E,I2,EX,1100, 8/30/2024
RO,0.4,0.49,E,I3,EX,700, 8/30/2024
RO,0.4,0.49,F,IF,EX,2600, 8/30/2024
RO,0.4,0.49,F,VVS1,EX,2400, 8/30/2024
RO,0.4,0.49,F,VVS2,EX,2200, 8/30/2024
RO,0.4,0.49,F,VS1,EX,2100, 8/30/2024
RO,0.4,0.49,F,VS2,EX,2000, 8/30/2024
RO,0.4,0.49,F,SI1,EX,1900, 8/30/2024
RO,0.4,0.49,F,SI2,EX,1600, 8/30/2024
RO,0.4,0.49,F,SI3,EX,1500, 8/30/2024
RO,0.4,0.49,F,I1,EX,1300, 8/30/2024
RO,0.4,0.49,F,I2,EX,1100, 8/30/2024
RO,0.4,0.49,F,I3,EX,700, 8/30/2024
RO,0.4,0.49,G,IF,EX,2400, 8/30/2024
RO,0.4,0.49,G,VVS1,EX,2200, 8/30/2024
RO,0.4,0.49,G,VVS2,EX,2100, 8/30/2024
RO,0.4,0.49,G,VS1,EX,2000, 8/30/2024
RO,0.4,0.49,G,VS2,EX,1900, 8/30/2024
RO,0.4,0.49,G,SI1,EX,1800, 8/30/2024
RO,0.4,0.49,G,SI2,EX,1500, 8/30/2024
RO,0.4,0.49,G,SI3,EX,1400, 8/30/2024
RO,0.4,0.49,G,I1,EX,1200, 8/30/2024
RO,0.4,0.49,G,I2,EX,1000, 8/30/2024
RO,0.4,0.49,G,I3,EX,600, 8/30/2024
RO,0.4,0.49,H,IF,EX,2200, 8/30/2024
RO,0.4,0.49,H,VVS1,EX,2000, 8/30/2024
RO,0.4,0.49,H,VVS2,EX,1900, 8/30/2024
RO,0.4,0.49,H,VS1,EX,1800, 8/30/2024
RO,0.4,0.49,H,VS2,EX,1700, 8/30/2024
RO,0.4,0.49,H,SI1,EX,1600, 8/30/2024
RO,0.4,0.49,H,SI2,EX,1400, 8/30/2024
RO,0.4,0.49,H,SI3,EX,1300, 8/30/2024
RO,0.4,0.49,H,I1,EX,1200, 8/30/2024
RO,0.4,0.49,H,I2,EX,900, 8/30/2024
RO,0.4,0.49,H,I3,EX,600, 8/30/2024
RO,0.4,0.49,I,IF,EX,2000, 8/30/2024
RO,0.4,0.49,I,VVS1,EX,1900, 8/30/2024
RO,0.4,0.49,I,VVS2,EX,1800, 8/30/2024
RO,0.4,0.49,I,VS1,EX,1700, 8/30/2024
RO,0.4,0.49,I,VS2,EX,1600, 8/30/2024
RO,0.4,0.49,I,SI1,EX,1500, 8/30/2024
RO,0.4,0.49,I,SI2,EX,1300, 8/30/2024
RO,0.4,0.49,I,SI3,EX,1200, 8/30/2024
RO,0.4,0.49,I,I1,EX,1100, 8/30/2024
RO,0.4,0.49,I,I2,EX,800, 8/30/2024
RO,0.4,0.49,I,I3,EX,600, 8/30/2024
RO,0.4,0.49,J,IF,EX,1700, 8/30/2024
RO,0.4,0.49,J,VVS1,EX,1600, 8/30/2024
RO,0.4,0.49,J,VVS2,EX,1500, 8/30/2024
RO,0.4,0.49,J,VS1,EX,1400, 8/30/2024
RO,0.4,0.49,J,VS2,EX,1400, 8/30/2024
RO,0.4,0.49,J,SI1,EX,1300, 8/30/2024
RO,0.4,0.49,J,SI2,EX,1200, 8/30/2024
RO,0.4,0.49,J,SI3,EX,1100, 8/30/2024
RO,0.4,0.49,J,I1,EX,1000, 8/30/2024
RO,0.4,0.49,J,I2,EX,800, 8/30/2024
RO,0.4,0.49,J,I3,EX,500, 8/30/2024
RO,0.4,0.49,K,IF,EX,1500, 8/30/2024
RO,0.4,0.49,K,VVS1,EX,1400, 8/30/2024
RO,0.4,0.49,K,VVS2,EX,1300, 8/30/2024
